,Name,POS,Dollars,IP,ERA,WHIP,K/9,QS,SV,HLD,K-BB%,PL Rank,Eno
151,Jason Foley,RP,-1.7846257819991047,60.9067,3.7460000000000004,1.3106,7.374739999999999,0.0,6.94022,13.3146,0.12640366703271866,,
152,Cristopher Sánchez,SP,-1.855148013109192,145.096,4.04408,1.24268,8.076419999999999,8.91052,0.00492222,0.257821,0.14328983426094055,,56.0
153,Tyler Rogers,RP,-1.9150433635589752,67.9365,3.9443,1.28741,6.70396,0.0,2.1535599999999997,17.9079,0.11198382824659348,,
154,Gregory Soto,RP,-1.9525749478915908,63.379,3.9554400000000003,1.3185799999999999,10.0037,0.0,3.62848,16.1538,0.15179592370986938,,
155,Robbie Ray,SP,-1.9837799470155344,49.7992,4.09623,1.24722,9.90554,3.57021,0.0,0.220442,0.18024595081806186,,81.0
156,Jeff Hoffman,RP,-2.077019369626885,63.2629,3.9440699999999995,1.26986,10.7554,0.0,4.089180000000001,11.2538,0.1788128763437271,,
157,Nick Lodolo,SP,-2.085083296793675,111.764,4.14651,1.25891,10.6249,7.50232,0.0,0.21915300000000001,0.19795116782188416,66.0,63.0
158,Alex Cobb,SP,-2.16610654135683,100.656,3.83875,1.29006,8.010819999999999,7.36522,0.0,0.175249,0.14271779358386993,,122.0
159,Pierce Johnson,RP,-2.182709284609841,56.5677,3.82776,1.30576,12.0212,0.0,1.4312799999999999,12.3294,0.2131829336285591,,
160,Griffin Canning,SP,-2.252472167852292,140.83700000000002,4.15928,1.24371,9.57652,8.904630000000001,0.0,0.0,0.1792452037334442,95.0,85.0
161,J.P. Feyereisen,RP,-2.2914620569798942,40.87,3.5595800000000004,1.24926,8.864310000000001,0.0,0.45721999999999996,9.00336,0.13465183228254318,,
162,Dylan Cease,SP,-2.3037594612468713,173.37599999999998,4.000430000000001,1.29141,10.3985,12.3188,0.0,0.0,0.17125622183084488,37.0,26.0
163,Phil Maton,RP,-2.3213522899951022,61.4809,3.86001,1.2438,10.0217,0.0,0.47658100000000003,10.3711,0.17549218237400055,,
164,Trevor Stephan,RP,-2.405129277300225,52.641000000000005,3.9373699999999996,1.26876,9.946819999999999,0.0,1.19805,12.3696,0.1724400296807289,,
165,Will Vest,RP,-2.4182517107097907,59.8696,3.7963699999999996,1.27215,9.49385,0.0,1.7969700000000002,11.0512,0.16944517195224762,,
166,Lance McCullers Jr.,SP,-2.4228427585552383,37.84,3.8039199999999997,1.30189,8.99803,2.68387,0.0,0.244784,0.1329333782196045,,133.0
167,Adam Ottavino,RP,-2.5185111223049232,60.4458,3.95744,1.31189,9.32317,0.0,4.19762,14.532,0.14069007337093353,,
168,Enyel De Los Santos,RP,-2.5369354166103357,61.5785,3.9348199999999998,1.2698,9.35267,0.0,0.379837,13.3903,0.15420309454202652,,
169,Gregory Santos,RP,-2.545982912344706,60.4085,3.7663599999999997,1.2851700000000001,9.09495,0.0,3.62236,10.6407,0.15923110395669934,,
170,Seranthony Domínguez,RP,-2.7273424983194,58.8835,3.98335,1.32486,9.47182,0.0,5.84874,14.1356,0.14624404907226562,,
171,Tyler Mahle,SP,-2.8167836277715814,38.7943,4.19805,1.24712,9.291939999999999,2.3841200000000002,0.0,0.449946,0.1630508154630661,,
172,Andrew Chafin,RP,-2.8785652221427696,55.6731,3.93836,1.3135299999999999,9.91922,0.0,2.7357299999999998,13.5841,0.15921278297901156,,
173,Ricky Tiedemann,SP,-2.911435847190573,53.3371,3.9930000000000003,1.29608,10.4982,3.1343900000000002,0.0,0.360996,0.1670759916305542,,159.0
174,Trevor Megill,RP,-2.9472728296386563,55.7749,3.9092300000000004,1.27292,11.622,0.0,2.51526,9.30535,0.21656184643507004,,
175,Tom Cosgrove,RP,-3.0938268418571093,55.7885,3.7682,1.25368,8.78917,0.0,0.741754,9.21925,0.13712690025568008,,
176,Drew Thorpe,SP,-3.1351307677354487,54.3431,4.05467,1.26047,8.38875,3.14016,0.0,0.0,0.1417384147644043,,
177,Josh Sborz,RP,-3.1506289058905823,58.351000000000006,4.20624,1.2775299999999998,10.9267,0.0,2.03341,13.7488,0.19474151730537412,,
178,Matt Moore,RP,-3.2059505689572445,57.981,3.98138,1.3256,9.756689999999999,0.0,1.2163700000000002,15.4358,0.15484550595283508,,
179,Wandy Peralta,RP,-3.3615782610402736,54.8419,3.66232,1.32692,8.45952,0.0,1.5206600000000001,11.9206,0.11637769639492035,,
180,JT Chargois,SP/RP,-3.420360254426264,54.4187,4.10051,1.34151,8.07687,0.0,0.5237729999999999,8.25548,0.1154073253273964,,
181,Steven Okert,RP,-3.429904607489332,50.8034,4.06115,1.2528700000000002,10.9342,0.0,0.29788000000000003,10.4548,0.1898287609219551,,
182,Anthony Bender,RP,-3.477315301086106,48.0262,3.90104,1.27769,9.189219999999999,0.0,2.95312,9.69196,0.1513497531414032,,
183,Brennan Bernardino,SP/RP,-3.5634606874296555,51.4649,3.9972800000000004,1.3605,9.40611,0.0,0.057546900000000005,6.769239999999999,0.1518610715866089,,
184,Garrett Cleavinger,RP,-3.5767341540856834,43.118,3.5740300000000005,1.24804,11.4084,0.0,0.0493093,5.07989,0.18904586881399155,,
185,Taj Bradley,SP,-3.579305587417453,129.252,4.1689,1.24993,9.5157,6.71518,0.0,0.22078699999999998,0.1717914417386055,64.0,52.0
186,Kyle Finnegan,RP,-3.5979775928686832,66.6345,4.06316,1.32208,8.900139999999999,0.0,20.4973,6.563110000000001,0.14327354729175568,,
187,Colin Holderman,RP,-3.6474904780208215,59.9147,4.02038,1.33352,8.90033,0.0,1.6439400000000002,16.2676,0.13740818947553635,,
188,Ryan Borucki,RP,-3.8066340083630887,51.7603,4.07311,1.23248,7.99016,0.596819,0.0,10.2498,0.13528111577033994,,
189,Marcus Stroman,SP,-3.8610760398815502,151.316,3.99111,1.28366,7.63162,11.749,0.0,0.0,0.12381138652563095,69.0,69.0
190,Justin Topa,RP,-3.900506427163556,53.5018,3.9280699999999995,1.3050700000000002,7.80017,0.0,0.989085,13.1986,0.13186826556921005,,
191,Nick Sandlin,RP,-3.929391378266404,56.6812,3.9789,1.2771299999999999,9.57465,0.0,0.07130210000000001,11.3818,0.1457868367433548,,
192,Louie Varland,SP,-3.963987565479328,120.365,4.1504199999999996,1.25623,8.69939,6.97992,0.0,0.32219000000000003,0.16223882138729095,77.0,90.0
193,Kevin Kelly,RP,-3.970760079547942,48.5483,3.81837,1.20574,8.07852,0.0,0.525881,5.88448,0.15009154379367828,,
194,Dylan Lee,RP,-4.032178729295263,38.7588,3.8028199999999996,1.23099,9.431289999999999,0.0,0.0497805,6.712110000000001,0.18326228857040405,,
195,James Karinchak,RP,-4.057180499393895,44.5488,3.8551699999999998,1.31294,11.9591,0.0,1.6264299999999998,8.80222,0.17864058911800385,,
196,Steven Wilson,RP,-4.070465785812349,51.7526,4.21384,1.2700200000000001,9.72145,0.0,0.397966,12.7004,0.14886227995157242,,
197,Steven Matz,SP,-4.234706496983248,123.039,4.0529,1.27449,8.47316,6.68785,0.0,0.717776,0.15311336517333984,,138.0
198,Cristian Javier,SP,-4.258223021540041,157.05200000000002,4.30929,1.23881,9.53731,9.7767,0.0,0.171876,0.15953204035758972,42.0,77.0
199,Eli Morgan,RP,-4.269329652251011,58.9011,4.12599,1.23557,9.40822,0.678243,0.152553,9.21493,0.1778104528784752,,
200,James McArthur,RP,-4.3230718763124285,61.7287,4.16745,1.30735,8.6215,0.0,9.660639999999999,10.997,0.1464558243751526,,
201,Jordan Hicks,SP,-4.3321280132845725,102.426,3.82936,1.34104,9.78791,4.84293,0.271602,1.7260099999999998,0.1435329094529152,92.0,79.0
202,Alex Faedo,SP,-4.39542369577118,49.4305,4.33476,1.25265,8.76094,0.999393,0.0,1.56545,0.15646586567163467,,
203,Alex Lange,RP,-4.442691969200635,62.629,3.9501800000000005,1.3865,10.5544,0.0,20.8561,5.87282,0.13905571401119232,,
204,Kyle Harrison,SP,-4.5073278360910765,134.585,4.06861,1.28906,9.98675,7.75202,0.0,0.0,0.15786276757717133,94.0,71.0
205,Nick Anderson,RP,-4.521186701225607,48.495,4.29836,1.28817,8.35108,0.0,1.98842,13.3915,0.14671480655670166,,
206,Jesse Chavez,RP,-4.557054027619219,50.0042,3.9510199999999998,1.3119999999999998,9.22228,0.520043,1.2103700000000002,10.5319,0.15636635571718216,,
207,Sean Manaea,SP,-4.661947124653462,135.877,4.24826,1.2562200000000001,9.26383,8.6245,0.17796099999999998,0.16516199999999998,0.16844834387302401,,89.0
208,Brandon Pfaadt,SP,-4.717708358189137,145.58,4.3282,1.22327,8.58847,7.957999999999999,0.0,0.0,0.169273242354393,88.0,61.0
209,Aaron Ashby,SP,-4.794852645162396,75.7955,3.87774,1.3491799999999998,9.97461,3.1116599999999996,0.0009967691,1.4709999999999999,0.1530228555202484,,
210,Ryne Stanek,RP,-4.8902683012343005,54.4794,3.89965,1.31251,9.871839999999999,0.0,0.617888,10.1037,0.1468587890267372,,
211,Dillon Tate,RP,-4.916707701547242,51.1527,4.1241,1.25832,7.17022,0.0,1.41859,10.4628,0.1191369965672493,,
212,Garrett Crochet,SP,-4.9488476750818124,70.1998,3.93833,1.3826200000000002,10.0154,1.87038,0.768117,4.97221,0.13841579109430313,80.0,
213,Domingo Germán,SP,-4.9509317604783085,77.4193,4.41172,1.22895,8.50268,3.99044,0.0,0.0,0.15345819294452667,,106.0
214,Paul Skenes,SP,-5.116636530898635,60.7839,4.17968,1.27142,8.78967,1.6813099999999999,0.0,0.0,0.1472688391804695,,108.0
215,Will Smith,RP,-5.1540619593895896,59.6586,4.4528099999999995,1.30872,9.00147,0.0,14.399000000000001,9.803239999999999,0.14720667153596878,,
216,Blake Treinen,RP,-5.192257758554281,41.5396,3.96659,1.27078,9.136660000000001,0.0,0.464976,7.57978,0.15752550959587094,,
217,Luke Jackson,RP,-5.232759839329465,57.2182,3.89981,1.32934,9.83639,0.0,0.5886680000000001,10.7851,0.1577109396457672,,
218,Andrew Saalfrank,RP,-5.2799487925895425,50.983000000000004,3.6633,1.41621,9.169989999999999,0.0,0.181901,13.3439,0.1109454780817032,,
219,James Paxton,SP,-5.3213760796099105,77.2469,4.28402,1.29057,9.433639999999999,5.47152,0.0,0.149952,0.16420814394950867,62.0,134.0
220,Woo-Suk Go,RP,-5.340980505268037,59.8851,4.00485,1.3574700000000002,10.4197,0.0,3.76726,11.8824,0.15995360910892487,,
221,Michael Fulmer,RP,-5.3649760733289265,35.4439,4.00884,1.30453,9.27704,0.0,0.8959010000000001,8.311160000000001,0.14796824753284454,,
222,Dany Jiménez,RP,-5.390907180240066,53.2089,4.14885,1.35134,9.52554,0.0,7.3774,10.7199,0.1238597333431244,,
223,Ryan Thompson,RP,-5.448357573200284,53.9531,4.03184,1.29706,7.684769999999999,0.0,0.728589,11.0325,0.1209021732211113,,
224,Emilio Pagán,RP,-5.60895192248304,63.4419,4.41161,1.27072,9.63754,0.0,3.2206,11.9476,0.16910532861948013,,
225,Emmet Sheehan,SP,-5.636900522935762,95.7465,4.362830000000001,1.26499,9.905339999999999,5.26469,0.00864441,0.44772799999999996,0.15948699414730072,,82.0
226,Scott McGough,RP,-5.661581833487077,54.7745,4.22288,1.30675,10.1664,0.0,2.8655,10.5094,0.16930188238620758,,
227,Yusei Kikuchi,SP,-5.756197168622098,147.935,4.17063,1.2806600000000001,9.551960000000001,8.96221,0.00199851,0.0,0.16549716889858246,57.0,48.0
228,Victor González,RP,-5.7881216312669865,46.9546,3.94944,1.29098,8.568489999999999,0.0,0.0,8.20861,0.13404960185289386,,
229,Dauri Moreta,RP,-5.802742967453369,35.433,4.05546,1.2201600000000001,10.4011,0.0,0.756404,3.83921,0.18682685494422915,,
230,Sixto Sánchez,RP,-5.906107693467572,44.2292,3.76723,1.24443,8.81091,0.37003400000000003,0.0,3.1129,0.1639333739876747,,
231,Keynan Middleton,RP,-5.965038231247187,45.2943,4.008319999999999,1.29295,9.90973,0.0,0.7697189999999999,7.13583,0.16311810165643692,,
232,Kirby Yates,RP,-5.975534303120825,57.2065,4.17892,1.35245,10.9306,0.0,1.96812,12.6053,0.16043945401906967,,
233,Cionel Pérez,RP,-5.995127889807107,53.3249,3.77932,1.3996899999999999,8.336730000000001,0.0,0.887863,12.7719,0.1084197536110878,,
234,Keaton Winn,SP,-6.000337263278003,122.51100000000001,4.18139,1.27267,7.77545,7.30165,0.0157639,0.721561,0.1352721005678177,,123.0
235,Trevor Gott,RP,-6.114853061559041,57.2715,4.28794,1.30691,8.77275,0.0,3.2905699999999998,11.5852,0.14628786593675613,,
236,Fernando Cruz,RP,-6.173810518561468,48.2316,4.2272,1.28682,11.8634,0.0,0.192474,7.886089999999999,0.20791377127170566,,
237,Hayden Wesneski,SP/RP,-6.2317387011631595,60.3521,4.36699,1.2897,8.435369999999999,1.67715,0.0,1.6867900000000002,0.14004989713430405,,132.0
238,Joe Mantiply,RP,-6.2324742903176995,53.0955,3.99459,1.26827,7.63515,0.0,0.276544,7.43324,0.1394209749996662,,
239,Jay Jackson,RP,-6.303222207312442,37.128,3.8436,1.2441799999999998,9.374130000000001,0.0,0.0339674,3.0945400000000003,0.1681188941001892,,
240,Rafael Montero,RP,-6.32722418482206,56.9535,4.216559999999999,1.32859,9.63429,0.0,0.8286600000000001,12.3674,0.1587824523448944,,
241,Drew Smith,RP,-6.340002676765666,55.0655,4.2808,1.3249,9.55148,0.0,1.01037,12.5077,0.14850590378046036,,
242,Michael Grove,SP/RP,-6.43276007737604,43.8204,4.580430000000001,1.29999,9.45134,0.213306,0.0,1.8973200000000001,0.17347615212202072,,166.0
243,Trevor Richards,RP,-6.465563429330557,50.9705,4.24148,1.29016,11.3831,0.422418,0.0,7.89935,0.19314177334308624,,
244,Kody Funderburk,RP,-6.524031007072215,40.3855,3.60673,1.31227,9.9189,0.0,0.31761100000000003,3.3167199999999997,0.15914329886436462,,
245,José Soriano,RP,-6.558191610162264,59.4152,4.01783,1.39408,10.6168,0.7497090000000001,0.6726850000000001,12.8276,0.14800061285495758,,
246,Carlos Estévez,RP,-6.614728700965547,63.2447,4.28817,1.35643,9.58877,0.0,18.2042,6.23344,0.14732306450605392,,
247,Trevor Rogers,SP,-6.6674884647232044,104.463,4.22321,1.2958100000000001,9.065,6.09596,0.0,0.375722,0.15316464006900787,93.0,75.0
248,Luis García,RP,-6.708801858892746,59.8049,4.05187,1.3384200000000002,8.58688,0.0,0.661529,11.5947,0.13659387826919556,,
249,Elvis Peguero,RP,-6.758832205479656,50.4598,4.16202,1.32755,8.19614,0.0,0.578793,10.8915,0.1228451058268547,,
250,Shelby Miller,RP,-6.788077632686098,51.4646,4.06565,1.32064,9.40535,0.588294,2.86912,6.80905,0.1365361213684082,,
251,David Peterson,SP,-6.830613516153628,70.9286,4.07505,1.36545,9.75098,3.5899900000000002,0.0,0.848131,0.1507546305656433,,105.0
252,Carmen Mlodzinski,RP,-6.869007848459909,50.4921,4.01866,1.39795,8.48783,0.0,0.788088,12.9404,0.115594282746315,,
253,Lucas Sims,RP,-6.969736076214473,54.8243,4.57943,1.37065,10.6544,0.0,1.8343900000000002,16.3171,0.14716558158397675,,
254,Miguel Castro,RP,-7.16303731642908,55.5222,4.24643,1.34979,8.862589999999999,0.0,1.9033900000000001,12.1438,0.12412897497415545,,
255,Logan Allen,SP,-7.167861901557157,136.97899999999998,4.12654,1.30168,8.53529,8.9377,0.0,0.0,0.13898994773626328,,120.0
256,Kyle Nelson,RP,-7.225126994170281,44.1758,4.121659999999999,1.32263,9.54467,0.0,0.0617455,7.70229,0.1585121601819992,,
257,Zach Jackson,RP,-7.336388046957532,41.9541,3.9450199999999995,1.41981,10.9852,0.0,0.875307,9.04386,0.14705446362495422,,
258,Reid Detmers,SP,-7.396442095602278,152.813,4.26549,1.28406,9.63015,9.65325,0.0,0.0,0.1630672737956047,,95.0
259,Ron Marinaccio,RP,-7.4090407482898835,46.6129,4.13912,1.3359,10.4006,0.0,0.381524,7.843089999999999,0.1442134827375412,,
260,Keegan Akin,RP,-7.42759722361864,41.5838,4.12005,1.27245,9.249460000000001,0.513624,0.163253,4.07226,0.1700844168663025,,
261,Chris Devenski,RP,-7.461622554046709,51.2207,4.58001,1.24795,8.604510000000001,0.0836641,0.08591080000000001,9.33718,0.16122159361839294,,
262,Sam Moll,RP,-7.466514553919182,51.0446,4.01627,1.36501,9.78805,0.0,0.66388,9.03838,0.14149224013090134,,
263,Jhony Brito,SP,-7.4825336214230225,106.787,4.1954400000000005,1.2813299999999999,7.17093,4.7595,0.00451915,0.742513,0.11628565937280655,,145.0
264,Chris Paddack,SP,-7.487016063541907,117.655,4.40244,1.25271,8.19158,6.4013800000000005,0.0,0.225942,0.1598033644258976,75.0,73.0
265,Mason Black,SP,-7.56232486256646,81.6408,4.26816,1.32466,8.5769,4.28651,0.0,1.3511799999999998,0.13446081429719925,,
266,Mitch Keller,SP,-7.658227408985629,180.817,4.15827,1.2944799999999999,8.66043,12.9661,0.0,0.0,0.14747700840234754,74.0,58.0
267,José Buttó,SP,-7.712033414818697,35.8394,4.62197,1.38917,8.09089,1.6912900000000002,0.0,0.776313,0.11150294542312622,,
268,Bryan Baker,RP,-7.726623313554455,38.0912,4.01699,1.3392600000000001,9.7126,0.0,0.343047,5.473380000000001,0.1434084177017212,,
269,Drew Smyly,SP,-7.7848026297492074,74.768,4.444780000000001,1.3210899999999999,8.87326,1.7535599999999998,0.252835,4.28857,0.15158911794424054,,160.0
270,Ryan Yarbrough,SP/RP,-7.787820497050671,66.8974,4.56412,1.25614,7.13541,1.6583700000000001,0.130983,0.983218,0.1375008076429367,,
271,Cole Irvin,SP,-7.8597687847871756,87.2792,4.38666,1.2680799999999999,6.89372,3.63211,0.0,0.9504379999999999,0.12733470648527145,81.0,
272,Ross Stripling,SP,-7.919935565742066,122.551,4.35462,1.25298,7.16746,6.25402,0.00124066,0.6692739999999999,0.13517604023218155,,157.0
273,Joe Ross,SP,-7.942371068981117,70.3419,4.45279,1.30569,8.14835,3.5912800000000002,0.0,0.81563,0.13118062913417816,,
274,Kyle Hurt,RP,-7.950855980077959,35.7394,3.9859699999999996,1.2770299999999999,10.9153,0.997684,0.0,0.45988500000000004,0.17908184975385666,,168.0
275,Génesis Cabrera,RP,-8.024669170734928,53.4874,4.27344,1.35134,8.93585,0.0,0.00171434,11.3834,0.12789900600910187,,
276,Brandon Bielak,SP,-8.035096064613365,50.4428,4.2256,1.40031,7.79466,0.767316,0.0,2.68813,0.1059633269906044,,
277,Luke Little,RP,-8.03709598850581,35.2837,3.6658699999999995,1.3844100000000001,11.5562,0.0,0.0,2.9761,0.16396865248680115,,
278,Collin McHugh,RP,-8.069298374347467,48.6912,4.465269999999999,1.3423399999999999,8.0554,0.0,0.0,12.3342,0.13503234088420868,,
279,Beau Brieske,RP,-8.12857710602549,50.0443,4.2253099999999995,1.29589,7.84997,1.04345,0.256345,6.22168,0.13033244758844376,,
280,Joey Lucchesi,SP,-8.193797994539151,53.7513,4.31264,1.36578,7.220269999999999,2.67306,0.0,0.5837899999999999,0.0990126058459282,,
281,Cade Cavalli,SP,-8.222488757713636,48.5172,4.48416,1.37517,8.709660000000001,2.60019,0.0,0.546046,0.11970645934343338,,
282,Nick Robertson,RP,-8.32639281080886,36.1934,4.05871,1.26357,9.34171,0.0,0.0,1.51627,0.16581083089113235,,
283,Edward Cabrera,SP,-8.344132556311799,128.935,4.03503,1.3446,9.73638,7.350860000000001,0.0,0.0,0.13426389545202255,,65.0
284,JP Sears,SP,-8.404571168883306,161.279,4.34654,1.25569,8.19077,9.317269999999999,0.0,0.0,0.1425572708249092,91.0,114.0
285,Ronel Blanco,SP/RP,-8.434969091351824,54.034,4.50553,1.39893,9.15982,1.32361,0.0,4.43709,0.1254512220621109,,
286,Connor Phillips,SP,-8.523778624303581,36.7551,4.70061,1.4298799999999998,10.28,2.14365,0.0,0.24125300000000002,0.13921601325273514,,125.0
287,Tanner Banks,RP,-8.561131191139335,54.9464,4.23606,1.27867,8.214210000000001,0.199812,0.659235,5.502000000000001,0.15211112797260284,,
288,Jon Gray,SP,-8.594126441293495,153.774,4.302,1.28195,8.62156,10.263,0.0,0.0,0.14633458852767944,,68.0
289,Tim Herrin,RP,-8.622057832923193,36.5959,3.91212,1.34717,9.482510000000001,0.0,0.0,3.2801199999999997,0.14242107421159744,,
290,Bowden Francis,RP,-8.752601256724923,58.4409,4.24754,1.23614,8.95831,1.7150900000000002,0.173431,0.949076,0.15943676978349686,,
291,Zack Thompson,SP/RP,-8.782333654429653,60.4031,4.2613199999999996,1.38541,8.71442,2.32505,0.00236957,0.983728,0.1219906285405159,,167.0
292,Charlie Morton,SP,-8.804848399418232,143.893,4.14773,1.33105,9.77379,9.64007,0.0,0.0,0.15297534316778186,83.0,57.0
293,Yency Almonte,RP,-8.809536943205384,47.0139,4.32736,1.34578,9.22229,0.0,0.321247,8.28225,0.13342337310314178,,
294,Eric Lauer,SP,-8.848028807751207,42.2111,4.70974,1.37683,7.97675,2.29853,0.0,0.295244,0.11276880651712418,,
295,Connor Brogdon,RP,-8.86226923663093,45.7194,4.24783,1.3127,8.98361,0.0,0.25393899999999997,5.54944,0.14782318472862244,,
296,Michael Tonkin,RP,-8.86486719090732,45.9938,4.33929,1.25447,9.03271,0.0,0.112532,3.42389,0.1561235561966896,,
297,Ranger Suárez,SP,-8.865147320894566,148.09799999999998,4.01234,1.3358299999999999,7.9231,10.3026,0.199879,0.0,0.1202198565006256,,104.0
298,Jakob Junis,SP,-8.872276172550947,99.0794,4.40768,1.28416,8.71362,3.4411199999999997,0.20915599999999998,0.8225450000000001,0.16462084650993347,,158.0
299,John King,RP,-8.970691899603112,49.4907,3.95265,1.40523,5.85326,0.0,0.508744,10.1142,0.08263903856277466,,
